name,latitude,longitude
Multi-Task Deep Neural Networks for Natural Language Understanding,48.707855,2.152481
Simple Recurrent Units for Highly Parallelizable Recurrence,53.34444,-6.259192
A Linguistically Motivated Probabilistic Model of Information Retrieval,50.58051,8.677088
Information Extraction with HMMs and Shrinkage,41.769695,123.421036
A Compression-based Algorithm for Chinese Word Segmentation,-34.405148,150.87839
BAM! Born-Again Multi-Task Networks for Natural Language Understanding,55.861717,-4.2417
Neural Text Generation With Unlikelihood Training,52.242737,6.853264
Med-BERT: pretrained contextualized embeddings on large-scale structured electronic health records for disease prediction,39.197243,-96.587814
"Listen, Attend and Spell",50.865276,-0.085556
Toward a unified approach to statistical language modeling for Chinese,32.043846,118.774765
"Hello, It＊s GPT-2 - How Can I Help You? Towards the Use of Pretrained Language Models for Task-Oriented Dialogue Systems",57.01457,9.981864
An Investigation into the Validity of Some Metrics for Automatically Evaluating Natural Language Generation Systems,36.04782,103.858475
Transformer-Based Acoustic Modeling for Hybrid Speech Recognition,30.598944,114.34243
AraBERT: Transformer-based Model for Arabic Language Understanding,38.907852,-77.07228
Recent Development of Open-Source Speech Recognition Engine Julius,32.603374,-85.48608
Maximum entropy models for named entity recognition,46.049267,14.505099
Fast Domain Adaptation for Neural Machine Translation,43.04381,-88.02142
The Importance of Being Recurrent for Modeling Hierarchical Structure,29.717674,-95.40184
Lattice-Based Search for Spoken Utterance Retrieval,39.95686,-75.18996
Self-experience in the early phases of schizophrenia: 5-year follow-up of the Copenhagen Prodromal Study,41.389442,2.115833
QuEst - A translation quality estimation framework,40.21071,-8.42458
Enriching Pre-trained Language Model with Entity Information for Relation Classification,39.9598,116.352
Topic regression multi-modal Latent Dirichlet Allocation for image annotation,52.165833,4.4775
BERT-ATTACK: Adversarial Attack Against BERT Using BERT,51.243057,-0.589444
Malware classification with LSTM and GRU language models and a character-level CNN,41.641586,-0.898354
BYBLOS: The BBN continuous speech recognition system,21.493889,39.25028
Crowdsourcing Translation: Professional Quality from Non-Professionals,43.622223,3.861667
Transfer learning for speech and language processing,51.19679,6.790581
Recurrent Highway Networks,52.3839,9.8047
FreeLB: Enhanced Adversarial Training for Natural Language Understanding,32.7866,-79.95192
Dynamic Word Embeddings for Evolving Semantic Discovery,-33.933163,18.862043
Probabilistic models for the guarded command language,42.383015,-71.12706
Multilingual acoustic modeling for speech recognition based on subspace Gaussian Mixture Models,34.21466,117.285225
Sequence-to-Sequence Models Can Directly Translate Foreign Speech,43.704674,-72.28871
Cross-Language Information Retrieval,-21.978611,-47.88111
Merging Models with the Epsilon Merging Language (EML),52.766537,-1.233786
Multilingual Constituency Parsing with Self-Attention and Pre-Training,47.50108,19.0465
A Stack-Propagation Framework with Token-Level Intent Detection for Spoken Language Understanding,40.000557,116.32611
How Can We Know What Language Models Know?,34.12192,108.841415
A decoder for syntax-based statistical MT,24.793612,120.992775
DeClarE: Debunking Fake News and False Claims using Evidence-Aware Deep Learning,41.120277,16.868334
HellaSwag: Can a Machine Really Finish Your Sentence?,-33.44091,-70.6408
Cloze-driven Pretraining of Self-attention Networks,51.46389,7.006111
Automatic linguistic segmentation of conversational speech,43.03767,-76.13399
A Persona-Based Neural Conversation Model,54.010746,-2.790304
Cold Fusion: Training Seq2Seq Models Together with Language Models,40.090034,116.30978
A Nonparametric Bayesian Approach to Acoustic Model Discovery,45.063095,7.661075
SciBERT: Pretrained Contextualized Embeddings for Scientific Text,49.874996,8.656517
Improving Transformer-Based End-to-End Speech Recognition with Connectionist Temporal Classification and Language Model Integration,-29.86752,30.98081
LUKE: Deep Contextualized Entity Representations with Entity-aware Self-attention,48.84848,2.343234
Unknown Malcode Detection Using OPCODE Representation,50.928333,11.582222
N-Gram Feature Selection for Authorship Identification,42.339787,-71.10519
Language modeling for soft keyboards,-37.72179,145.04791
Summarization system evaluation revisited,40.428165,-86.92111
Joint Language and Translation Modeling with Recurrent Neural Networks,38.212345,-85.75928
Zero-Shot Entity Linking by Reading Entity Descriptions,38.82389,-77.0225
Empower Sequence Labeling with Task-Aware Neural Language Model,47.263565,11.38379
Speaker-Follower Models for Vision-and-Language Navigation,31.228056,121.4
Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,40.00432,116.35271
ProphetNet: Predicting Future N-gram for Sequence-to-SequencePre-training,55.69608,12.566587
Language independent authorship attribution using character level language models,33.20944,-87.5415
Getting more mileage from web text sources for conversational speech language modeling using class-dependent mixtures,53.222794,6.574039
Discriminative language modeling with conditional random fields and the perceptron algorithm,38.832436,-77.30807
A Hierarchical Neural Autoencoder for Paragraphs and Documents,59.942,30.299
Zoneout: Regularizing RNNs by Randomly Preserving Hidden Activations,34.678333,-82.839165
An Analysis of Incorporating an External Language Model into a Sequence-to-Sequence Model,49.255554,7.041667
Taking a HINT: Leveraging Explanations to Make Vision and Language Models More Grounded,42.875862,-8.557551
Combining Naive Bayes and n-Gram Language Models for Text Classification,28.585018,77.20922
Multi-passage BERT: A Globally Normalized BERT Model for Open-domain Question Answering,45.462357,9.177158
Modelling out-of-vocabulary words for robust speech recognition,32.0333,118.85192
"Microblog language identification: overcoming the limitations of short, unedited and idiomatic text",55.36861,10.428056
Statistical transliteration for english-arabic cross language information retrieval,51.51418,-0.11772
Certified Robustness to Adversarial Word Substitutions,38.117874,13.369795
Speech Model Pre-Training for End-to-End Spoken Language Understanding,-8.051667,-34.950832
Language model based arabic word segmentation,-22.904167,-43.11667
Dirichlet-Hawkes Processes with Applications to Clustering Continuous-Time Document Streams,2.919722,101.78139
Semi-supervised Sequence Learning,48.463326,-123.31175
Emerging Cross-lingual Structure in Pretrained Language Models,56.341724,-2.792763
Approaching the Symbol Grounding Problem with Probabilistic Graphical Models,1.559167,103.64139
WikiReading: A Novel Large-scale Language Understanding Task over Wikipedia,51.3796,-2.328
Multilingual is not enough: BERT for Finnish,37.503613,15.086667
Code completion with statistical language models,-32.892776,151.70444
MIND: A Large-scale Dataset for News Recommendation,36.5625,136.65611
PhoBERT: Pre-trained language models for Vietnamese,30.076912,31.290682
Joint semantic utterance classification and slot filling with recursive neural networks,45.78098,4.86759
Unlimited vocabulary speech recognition with morph language models applied to Finnish,37.59675,127.05189
"Finding Function in Form: Compositional Character Models for Open
  Vocabulary Word Representation",32.193966,119.51917
Polite Dialogue Generation Without Parallel Data,40.807556,-73.96408
Improving RNN Transducer Modeling for End-to-End Speech Recognition,39.948982,-75.194176
Unsupervised language model adaptation,50.905,6.411944
Personalized speech recognition on mobile devices,45.3831,-75.6976
FEQA: A Question Answering Evaluation Framework for Faithfulness Assessment in Abstractive Summarization,28.583332,77.166664
Multilingual Neural Machine Translation with Knowledge Distillation.,-22.911112,-43.23611
Evaluating word embedding models: methods and experimental results,40.86461,-72.87307
Discriminative spoken language understanding using word confusion networks,65.059166,25.46611
Large-vocabulary dictation using SRI's DECIPHER speech recognition system: progressive search techniques,30.769444,103.98472
A first speech recognition system for Mandarin-English code-switch conversational speech,47.61039,-122.31714
Quasi-Recurrent Neural Networks,35.691,139.73761
Shakespearizing Modern Language Using Copy-Enriched Sequence to Sequence Models,36.0072,-78.9373
Generalization through Memorization: Nearest Neighbor Language Models,52.29333,4.957778
BAE: BERT-based Adversarial Examples for Text Classification,39.865517,32.735687
A Language Modeling Approach to Predicting Reading Difficulty.,52.621666,1.241667
An Autoencoder Approach to Learning Bilingual Word Representations,22.319714,87.30997
A Bi-Model Based RNN Semantic Frame Parsing Model for Intent Detection and Slot Filling,40.219482,116.24707
Neural Language Modeling by Jointly Learning Syntax and Lexicon,40.595882,-3.688175
Masked Language Model Scoring,37,-122.06
Discriminative corpus weight estimation for machine translation,21.300116,-157.81763
Language model information retrieval with document expansion,41.901,12.5126
Structured Output Layer neural network language model,43.6044,1.4439
How multilingual is Multilingual BERT?,33.58869,-101.864204
Tweet2Vec: Character-Based Distributed Representations for Social Media,13.793406,100.32252
Incorporating BERT into Neural Machine Translation,42.33983,-71.08918
HERO: Hierarchical Encoder for Video+Language Omni-representation Pre-training,39.87591,116.48207
Efficient and Robust Question Answering from Minimal Context over Documents,-29.713514,-53.71617
TabFact: A Large-scale Dataset for Table-based Fact Verification,39.48165,-0.343808
Machine Comprehension by Text-to-Text Neural Question Generation,35.888935,128.61026
Understanding Hidden Memories of Recurrent Neural Networks,22.539255,113.933685
Good-Enough Compositional Data Augmentation,43.116,12.386
Detecting Duplicate Bug Report Using Character N-Gram-Based Features,40.4492,-3.7281
Hierarchical LSTM with Adjusted Temporal Attention for Video Captioning,50.444885,30.51252
Deep Equilibrium Models,31.143057,121.425
DeBERTa: Decoding-enhanced BERT with Disentangled Attention,33.75278,-84.38611
"IndicNLPSuite: Monolingual Corpora, Evaluation Benchmarks and Pre-trained Multilingual Language Models for Indian Languages",44.044643,-123.07295
A joint model of intent determination and slot filling for spoken language understanding,35.234066,129.0792
Affect-LM: A Neural Language Model for Customizable Affective Text Generation,-42.902092,147.3325
